TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Vehicle Collision or Pedestrian Struck (with Fatality),2018,2,1,17,57,E KING EDWARD AVE / INVERNESS ST,Kensington-Cedar Cottage,494175,5455089
Vehicle Collision or Pedestrian Struck (with Fatality),2010,1,19,19,25,E KING EDWARD AVE / ST GEORGE ST,Riley Park,493154,5455106
Vehicle Collision or Pedestrian Struck (with Fatality),2013,10,7,9,52,EARLES ST / EUCLID AVE,Renfrew-Collingwood,496696,5454268
Vehicle Collision or Pedestrian Struck (with Fatality),2007,1,31,18,35,ELLIOTT ST / WAVERLEY AVE,Victoria-Fraserview,496019,5452666
Vehicle Collision or Pedestrian Struck (with Fatality),2010,10,21,13,18,ETON ST / N RENFREW ST,Hastings-Sunrise,496798,5459440
Vehicle Collision or Pedestrian Struck (with Fatality),2005,12,21,18,34,FIR ST / W 14TH AVE,Fairview,489724,5456252
Vehicle Collision or Pedestrian Struck (with Fatality),2003,3,20,13,30,GORE AVE / KEEFER ST,Strathcona,492931,5458524
Vehicle Collision or Pedestrian Struck (with Fatality),2007,11,15,17,4,GRANVILLE ST / DAVIE ST,Central Business District,490821,5458274
Vehicle Collision or Pedestrian Struck (with Fatality),2006,6,27,12,43,GRANVILLE ST / DRAKE ST,Central Business District,490706,5458156
Vehicle Collision or Pedestrian Struck (with Fatality),2011,6,20,19,34,GRANVILLE ST / NANTON AVE,Shaughnessy,489871,5454969
Vehicle Collision or Pedestrian Struck (with Fatality),2005,4,19,12,50,GRANVILLE ST / W 43RD AVE,Kerrisdale,489837,5453307
Vehicle Collision or Pedestrian Struck (with Fatality),2005,6,13,23,30,GRANVILLE ST / W KING EDWARD AVE,Shaughnessy,489877,5455202
Vehicle Collision or Pedestrian Struck (with Fatality),2014,9,7,12,45,GRANVILLE ST BRIDGE,Fairview,489751,5457249
Vehicle Collision or Pedestrian Struck (with Fatality),2007,12,19,7,39,HEMLOCK ST / W 14TH AVE,Fairview,490084,5456242
Vehicle Collision or Pedestrian Struck (with Fatality),2022,6,29,7,30,HORNBY ST / PACIFIC ST,Central Business District,490443,5458177
Vehicle Collision or Pedestrian Struck (with Fatality),2014,5,26,21,6,HORNBY ST / W PENDER ST,Central Business District,491501,5459246
Vehicle Collision or Pedestrian Struck (with Fatality),2003,7,6,18,15,JOYCE ST / E 41ST AVE,Renfrew-Collingwood,497346,5453421
Vehicle Collision or Pedestrian Struck (with Fatality),2005,5,13,11,48,KERR ST / E 49TH AVE,Killarney,497011,5452437
Vehicle Collision or Pedestrian Struck (with Fatality),2014,12,25,22,38,KINGSWAY AVE / EARLES ST,Renfrew-Collingwood,496446,5453866
Vehicle Collision or Pedestrian Struck (with Fatality),2012,11,28,0,27,KINGSWAY AVE / JOYCE ST,Renfrew-Collingwood,497384,5453488
Vehicle Collision or Pedestrian Struck (with Fatality),2018,5,8,15,51,KINGSWAY AVE / VICTORIA DR,Kensington-Cedar Cottage,495256,5454709
Vehicle Collision or Pedestrian Struck (with Fatality),2005,11,30,23,34,KNIGHT ST / E 31ST AVE,Kensington-Cedar Cottage,494440,5454417
Vehicle Collision or Pedestrian Struck (with Fatality),2004,5,5,7,53,KNIGHT ST / E 35TH AVE,Kensington-Cedar Cottage,494415,5453976
Vehicle Collision or Pedestrian Struck (with Fatality),2003,11,17,17,5,KNIGHT ST / E 41ST AVE,Kensington-Cedar Cottage,494389,5453331
Vehicle Collision or Pedestrian Struck (with Fatality),2006,6,19,23,34,KNIGHT ST / E 62ND AVE,Sunset,494384,5451222
Vehicle Collision or Pedestrian Struck (with Fatality),2003,8,1,17,26,KNIGHT ST / SE MARINE DR OFRP,Sunset,494376,5451033
Vehicle Collision or Pedestrian Struck (with Fatality),2006,1,27,3,32,MAIN ST / E 18TH AVE,Riley Park,492655,5455767
Vehicle Collision or Pedestrian Struck (with Fatality),2018,11,7,14,10,MAIN ST / E 30TH AVE,Riley Park,492622,5454505
Vehicle Collision or Pedestrian Struck (with Fatality),2008,12,7,17,8,MAIN ST / E 6TH AVE,Mount Pleasant,492657,5456975
Vehicle Collision or Pedestrian Struck (with Fatality),2016,1,22,1,48,MAIN ST / E BROADWAY AVE,Mount Pleasant,492648,5456688
Vehicle Collision or Pedestrian Struck (with Fatality),2004,7,17,8,5,MAIN ST / E CORDOVA ST,Central Business District,492754,5458842
Vehicle Collision or Pedestrian Struck (with Fatality),2008,1,9,10,36,MAIN ST / E HASTINGS ST,Central Business District,492749,5458737
Vehicle Collision or Pedestrian Struck (with Fatality),2008,3,14,20,57,MAIN ST / E HASTINGS ST,Central Business District,492749,5458737
Vehicle Collision or Pedestrian Struck (with Fatality),2011,6,26,3,7,MAIN ST / E HASTINGS ST,Central Business District,492749,5458737
Vehicle Collision or Pedestrian Struck (with Fatality),2016,4,13,9,43,MAIN ST / E HASTINGS ST,Central Business District,492749,5458737
Vehicle Collision or Pedestrian Struck (with Fatality),2016,8,31,8,45,MAIN ST / E HASTINGS ST,Central Business District,492749,5458737
Vehicle Collision or Pedestrian Struck (with Fatality),2004,5,28,14,50,MAIN ST / KEEFER ST,Central Business District,492745,5458530
Vehicle Collision or Pedestrian Struck (with Fatality),2011,1,21,15,19,MAIN ST / KEEFER ST,Strathcona,492746,5458530
Vehicle Collision or Pedestrian Struck (with Fatality),2012,9,19,18,19,MAIN ST / TERMINAL AVE,Central Business District,492718,5457796
Vehicle Collision or Pedestrian Struck (with Fatality),2007,1,26,9,31,MAIN ST / TERMINAL AVE,Strathcona,492730,5457793
Vehicle Collision or Pedestrian Struck (with Fatality),2005,8,4,12,45,MCGILL ST / N PENTICTON ST,Hastings-Sunrise,496222,5459553
Vehicle Collision or Pedestrian Struck (with Fatality),2021,2,24,16,9,MCKINNON ST / E 54TH AVE,Killarney,497156,5451931
Vehicle Collision or Pedestrian Struck (with Fatality),2006,4,7,15,50,MELVILLE ST / THURLOW ST,Central Business District,491128,5459308
Vehicle Collision or Pedestrian Struck (with Fatality),2006,1,7,16,54,NANAIMO ST / PARKER ST,Grandview-Woodland,495885,5458118
Vehicle Collision or Pedestrian Struck (with Fatality),2004,9,2,18,2,NANTON AVE / ARBUTUS ST,Arbutus Ridge,488851,5454996
Vehicle Collision or Pedestrian Struck (with Fatality),2003,11,6,17,54,NELSON ST / BURRARD ST,West End,490833,5458723
Vehicle Collision or Pedestrian Struck (with Fatality),2009,10,28,7,41,NELSON ST / DENMAN ST,West End,489920,5459635
Vehicle Collision or Pedestrian Struck (with Fatality),2008,8,10,14,48,OAK ST / CONNAUGHT DR,Shaughnessy,490706,5454542
Vehicle Collision or Pedestrian Struck (with Fatality),2014,12,30,15,3,OAK ST / W 15TH AVE,Fairview,490756,5456124
Vehicle Collision or Pedestrian Struck (with Fatality),2015,11,14,13,6,OAK ST / W 41ST AVE,Shaughnessy,490676,5453477
Vehicle Collision or Pedestrian Struck (with Fatality),2015,9,21,23,50,OAK ST / W 53RD AVE,Oakridge,490644,5452233
Vehicle Collision or Pedestrian Struck (with Fatality),2008,3,29,22,28,OAK ST / W 59TH AVE,Marpole,490587,5451600
Vehicle Collision or Pedestrian Struck (with Fatality),2020,1,19,17,24,PACIFIC ST / RICHARDS ST,Central Business District,490724,5457894
Vehicle Collision or Pedestrian Struck (with Fatality),2014,11,27,19,1,PARK DR / OAK ST,Marpole,490530,5451304
Vehicle Collision or Pedestrian Struck (with Fatality),2009,6,11,12,5,POINT GREY RD / BAYSWATER ST,Kitsilano,487562,5457605
Vehicle Collision or Pedestrian Struck (with Fatality),2005,2,7,10,56,POWELL ST / GORE AVE,Strathcona,492893,5458938
Vehicle Collision or Pedestrian Struck (with Fatality),2010,4,29,12,0,POWELL ST / HAWKS AVE,Strathcona,493667,5458915
Vehicle Collision or Pedestrian Struck (with Fatality),2020,2,6,17,6,POWELL ST / JACKSON AVE,Strathcona,493211,5458928
Vehicle Collision or Pedestrian Struck (with Fatality),2013,7,15,14,15,POWELL ST / VICTORIA DR,Grandview-Woodland,495235,5459122
Vehicle Collision or Pedestrian Struck (with Fatality),2006,1,17,5,45,QUEBEC ST / NATIONAL AVE,Central Business District,492583,5458026
Vehicle Collision or Pedestrian Struck (with Fatality),2007,11,15,17,3,RENFREW ST / CHARLES ST,Hastings-Sunrise,496787,5457834
Vehicle Collision or Pedestrian Struck (with Fatality),2012,11,10,15,3,RENFREW ST / E GEORGIA ST,Hastings-Sunrise,496792,5458392
Vehicle Collision or Pedestrian Struck (with Fatality),2004,5,1,3,10,RICHARDS ST / SMITHE ST,Central Business District,491309,5458483
Vehicle Collision or Pedestrian Struck (with Fatality),2014,3,8,10,2,RICHARDS ST / W HASTINGS ST,Central Business District,491861,5459038
Vehicle Collision or Pedestrian Struck (with Fatality),2022,4,12,21,43,RIVER DISTRICT CRSS / MARINE WAY,Killarney,497751,5450449
Vehicle Collision or Pedestrian Struck (with Fatality),2012,3,6,18,9,ROBSON ST / HOWE ST,Central Business District,491211,5458814
Vehicle Collision or Pedestrian Struck (with Fatality),2021,5,7,22,35,RUPERT ST / E 17TH AVE,Renfrew-Collingwood,497544,5455774
Vehicle Collision or Pedestrian Struck (with Fatality),2016,3,31,11,20,RUPERT ST / E BROADWAY AVE,Renfrew-Collingwood,497539,5456571
Vehicle Collision or Pedestrian Struck (with Fatality),2013,8,10,1,38,SE MARINE DR / ARGYLE ST,Victoria-Fraserview,494750,5450912
Vehicle Collision or Pedestrian Struck (with Fatality),2014,1,16,10,49,SE MARINE DR / KERR ST,Killarney,496922,5450583
Vehicle Collision or Pedestrian Struck (with Fatality),2005,9,17,1,45,SE MARINE DR / MAIN ST,Sunset,492554,5450933
Vehicle Collision or Pedestrian Struck (with Fatality),2018,10,18,9,22,SE MARINE DR / ROSS ST,Sunset,493937,5450933
Vehicle Collision or Pedestrian Struck (with Fatality),2018,11,2,13,55,SE MARINE DR / VICTORIA DR,Victoria-Fraserview,495184,5450763
Vehicle Collision or Pedestrian Struck (with Fatality),2005,5,26,10,43,SEYMOUR ST / ROBSON ST,Central Business District,491359,5458669
Vehicle Collision or Pedestrian Struck (with Fatality),2005,4,7,15,53,SEYMOUR ST / SMITHE ST,Central Business District,491242,5458550
Vehicle Collision or Pedestrian Struck (with Fatality),2017,12,13,11,38,SLOCAN ST / E 20TH AVE,Renfrew-Collingwood,496390,5455512
Vehicle Collision or Pedestrian Struck (with Fatality),2021,7,6,18,9,SMITHE ST / HORNBY ST,Central Business District,491027,5458765
Vehicle Collision or Pedestrian Struck (with Fatality),2011,3,31,0,20,SW MARINE DR / KULLAHUN DR,Musqueam,485058,5453840
Vehicle Collision or Pedestrian Struck (with Fatality),2015,1,2,20,34,SW MARINE DR / LAUREL ST,Marpole,490819,5450405
Vehicle Collision or Pedestrian Struck (with Fatality),2021,5,19,9,10,SW MARINE DR / W 57TH AVE,Kerrisdale,488454,5451873
Vehicle Collision or Pedestrian Struck (with Fatality),2022,3,5,4,22,TERMINAL AVE / CAROLINA ST,Strathcona,493488,5457598
Vehicle Collision or Pedestrian Struck (with Fatality),2021,11,16,1,14,THURLOW ST / DAVIE ST,West End,490456,5458633
Vehicle Collision or Pedestrian Struck (with Fatality),2009,9,29,1,57,TRANS CANADA HWY / MCGILL ST OFRP,Hastings-Sunrise,498024,5459735
Vehicle Collision or Pedestrian Struck (with Fatality),2007,11,26,14,2,VENABLES ST / RAYMUR AVE,Strathcona,493991,5458233
Vehicle Collision or Pedestrian Struck (with Fatality),2008,7,11,19,55,VICTORIA DR / E HASTINGS ST,Grandview-Woodland,495231,5458720
Vehicle Collision or Pedestrian Struck (with Fatality),2004,10,24,19,18,VICTORIA DR / GRAVELEY ST,Grandview-Woodland,495216,5457525
Vehicle Collision or Pedestrian Struck (with Fatality),2015,11,4,21,7,VICTORIA DR / SE MARINE DR,Victoria-Fraserview,495184,5450773
Vehicle Collision or Pedestrian Struck (with Fatality),2020,9,28,17,9,W 10TH AVE / SASAMAT ST,West Point Grey,484785,5456806
Vehicle Collision or Pedestrian Struck (with Fatality),2021,3,4,19,5,W 2ND AVE / COLUMBIA ST,Mount Pleasant,492039,5457391
Vehicle Collision or Pedestrian Struck (with Fatality),2018,8,24,4,25,W 33RD AVE / ARBUTUS ST,Arbutus Ridge,488828,5454382
Vehicle Collision or Pedestrian Struck (with Fatality),2003,12,3,18,35,W 33RD AVE / CAMBIE ST,South Cambie,491371,5454263
Vehicle Collision or Pedestrian Struck (with Fatality),2021,10,30,19,25,W 37TH AVE / YEW ST,Arbutus Ridge,488469,5453963
Vehicle Collision or Pedestrian Struck (with Fatality),2007,12,27,10,17,W 41ST AVE / DUNBAR ST,Dunbar-Southlands,486508,5453570
Vehicle Collision or Pedestrian Struck (with Fatality),2004,6,2,13,0,W 41ST AVE / OAK ST,Oakridge,490675,5453464
Vehicle Collision or Pedestrian Struck (with Fatality),2003,10,24,14,55,W 41ST AVE / WEST BOULEVARD BLVD,Kerrisdale,488676,5453545
Vehicle Collision or Pedestrian Struck (with Fatality),2007,7,5,16,14,W 45TH AVE / CAMBIE ST,Oakridge,491539,5453009
Vehicle Collision or Pedestrian Struck (with Fatality),2022,5,16,9,5,W 46TH AVE / GRANVILLE ST,Kerrisdale,489828,5452999
Vehicle Collision or Pedestrian Struck (with Fatality),2009,4,18,21,34,W 49TH AVE / GRANVILLE ST,Kerrisdale,489820,5452696
Vehicle Collision or Pedestrian Struck (with Fatality),2017,5,28,19,57,W 4TH AVE / ANDERSON ST,Fairview,489949,5457251
Vehicle Collision or Pedestrian Struck (with Fatality),2009,2,7,23,55,W 4TH AVE / ANDERSON ST,Fairview,489950,5457242
Vehicle Collision or Pedestrian Struck (with Fatality),2019,5,23,14,22,W 4TH AVE / BLANCA ST,West Point Grey,484359,5457394
Vehicle Collision or Pedestrian Struck (with Fatality),2005,9,7,12,28,W 4TH AVE / COLLINGWOOD ST,Kitsilano,486778,5457327
Vehicle Collision or Pedestrian Struck (with Fatality),2003,3,20,19,29,W 4TH AVE / HIGHBURY ST,West Point Grey,486350,5457336
Vehicle Collision or Pedestrian Struck (with Fatality),2012,4,15,12,26,W 4TH AVE / LARCH ST,Kitsilano,488195,5457293
Vehicle Collision or Pedestrian Struck (with Fatality),2007,12,8,5,29,W 4TH AVE / NW MARINE DR,West Point Grey,485473,5457347
Vehicle Collision or Pedestrian Struck (with Fatality),2007,10,8,15,5,W 4TH AVE / TRAFALGAR ST,Kitsilano,488029,5457298
Vehicle Collision or Pedestrian Struck (with Fatality),2006,7,8,17,9,W 4TH AVE / TRIMBLE ST,West Point Grey,485020,5457369
Vehicle Collision or Pedestrian Struck (with Fatality),2007,1,17,18,53,W 60TH AVE / WEST BLVD,Kerrisdale,489140,5451606
Vehicle Collision or Pedestrian Struck (with Fatality),2004,7,14,9,15,W 70TH AVE / GRANVILLE ST,Marpole,489763,5450647
Vehicle Collision or Pedestrian Struck (with Fatality),2009,5,23,2,20,W 70TH AVE / HEATHER ST,Marpole,490952,5450628
Vehicle Collision or Pedestrian Struck (with Fatality),2017,2,22,7,5,W BROADWAY AVE / MACDONALD ST,Kitsilano,487765,5456826
Vehicle Collision or Pedestrian Struck (with Fatality),2007,7,25,17,31,W BROADWAY AVE / MAPLE ST,Kitsilano,489047,5456790
Vehicle Collision or Pedestrian Struck (with Fatality),2007,9,18,23,9,W GEORGIA ST / BEATTY ST,Central Business District,491835,5458445
Vehicle Collision or Pedestrian Struck (with Fatality),2003,10,11,10,22,W GEORGIA ST / HOWE ST,Central Business District,491334,5458937
Vehicle Collision or Pedestrian Struck (with Fatality),2016,1,9,22,29,W HASTINGS ST / BURRARD ST,Central Business District,491494,5459386
Vehicle Collision or Pedestrian Struck (with Fatality),2019,10,28,20,47,W KENT AVE N / MANITOBA ST,Marpole,491970,5450458
Vehicle Collision or Pedestrian Struck (with Fatality),2009,1,26,8,10,W KING EDWARD AVE / ARBUTUS ST,Arbutus Ridge,488857,5455442
Vehicle Collision or Pedestrian Struck (with Fatality),2021,5,7,12,11,WILLIAM ST / CLARK DR,Strathcona,494377,5457923
Vehicle Collision or Pedestrian Struck (with Fatality),2005,4,28,19,10,WINDSOR ST / E KING EDWARD AVE,Kensington-Cedar Cottage,493894,5455093
Vehicle Collision or Pedestrian Struck (with Fatality),2012,6,26,15,1,X BLOCK E HASTINGS ST,Central Business District,492437,5458749
Vehicle Collision or Pedestrian Struck (with Fatality),2012,7,21,17,46,X BLOCK E WATERFRONT RD,Central Business District,492469,5459093
Vehicle Collision or Pedestrian Struck (with Fatality),2019,2,8,19,24,X BLOCK W HASTINGS ST,Central Business District,492397,5458756
Vehicle Collision or Pedestrian Struck (with Fatality),2003,11,26,13,20,X HWY / E 1ST AV,Hastings-Sunrise,497925,5457402
Vehicle Collision or Pedestrian Struck (with Fatality),2007,8,17,15,53,X STANLEY PARK CSWY,Stanley Park,490055,5460210
Vehicle Collision or Pedestrian Struck (with Fatality),2013,5,25,22,55,X STANLEY PARK CSWY,Stanley Park,490055,5460210
Vehicle Collision or Pedestrian Struck (with Fatality),2016,10,11,16,50,YEW ST / W 49TH AVE,Kerrisdale,488437,5452725
Vehicle Collision or Pedestrian Struck (with Injury),2003,6,22,18,58,0X TERMINAL AV / QUEBEC ST,,,
Vehicle Collision or Pedestrian Struck (with Injury),2003,12,10,4,56,100O BLOCK KINGSWAY AVE,Mount Pleasant,492769,5456620
Vehicle Collision or Pedestrian Struck (with Injury),2017,5,15,13,37,10O BLOCK W HASTINGS ST,Central Business District,492397,5458756
Vehicle Collision or Pedestrian Struck (with Injury),2008,4,8,10,21,10XX BEACH AVE,West End,490214,5458222
Vehicle Collision or Pedestrian Struck (with Injury),2013,9,2,11,22,10XX BEACH AVE,Central Business District,490282,5458136
Vehicle Collision or Pedestrian Struck (with Injury),2004,2,10,12,11,10XX BLOCK ALBERNI ST,West End,491060,5459093
Vehicle Collision or Pedestrian Struck (with Injury),2005,4,2,23,0,10XX BLOCK ALBERNI ST,West End,491127,5459061
Vehicle Collision or Pedestrian Struck (with Injury),2006,11,11,1,51,10XX BLOCK ALBERNI ST,West End,491127,5459061
Vehicle Collision or Pedestrian Struck (with Injury),2006,11,30,21,43,10XX BLOCK ALBERNI ST,West End,491127,5459061
Vehicle Collision or Pedestrian Struck (with Injury),2008,10,28,19,30,10XX BLOCK ALBERNI ST,West End,491127,5459061
Vehicle Collision or Pedestrian Struck (with Injury),2011,10,29,20,27,10XX BLOCK ALBERNI ST,West End,491127,5459061
Vehicle Collision or Pedestrian Struck (with Injury),2014,9,5,16,46,10XX BLOCK ALBERNI ST,West End,491127,5459061
Vehicle Collision or Pedestrian Struck (with Injury),2015,8,2,16,16,10XX BLOCK ALBERNI ST,West End,491127,5459061
Vehicle Collision or Pedestrian Struck (with Injury),2007,7,26,12,49,10XX BLOCK BARCLAY ST,West End,490887,5458824
Vehicle Collision or Pedestrian Struck (with Injury),2021,8,11,16,24,10XX BLOCK BEACH AVE,West End,490214,5458222
Vehicle Collision or Pedestrian Struck (with Injury),2005,5,7,4,7,10XX BLOCK BEACH AVE,Central Business District,490282,5458136
Vehicle Collision or Pedestrian Struck (with Injury),2011,7,26,8,35,10XX BLOCK BEACH AVE,Central Business District,490282,5458136
Vehicle Collision or Pedestrian Struck (with Injury),2013,9,13,17,57,10XX BLOCK BEACH AVE,Central Business District,490282,5458136
Vehicle Collision or Pedestrian Struck (with Injury),2020,9,21,18,30,10XX BLOCK BEACH AVE,Central Business District,490282,5458136
Vehicle Collision or Pedestrian Struck (with Injury),2004,10,29,18,34,10XX BLOCK BEACH AVE,Central Business District,490289,5458094
Vehicle Collision or Pedestrian Struck (with Injury),2007,8,7,13,43,10XX BLOCK BOUNDARY RD,Hastings-Sunrise,498281,5458189
Vehicle Collision or Pedestrian Struck (with Injury),2021,3,19,7,36,10XX BLOCK BOUNDARY RD,Hastings-Sunrise,498281,5458192
Vehicle Collision or Pedestrian Struck (with Injury),2005,9,13,9,3,10XX BLOCK BOUNDARY RD,Hastings-Sunrise,498306,5458189
Vehicle Collision or Pedestrian Struck (with Injury),2020,1,30,20,2,10XX BLOCK BROUGHTON ST,West End,490267,5459185
Vehicle Collision or Pedestrian Struck (with Injury),2009,2,14,0,53,10XX BLOCK BURNABY ST,West End,490500,5458433
Vehicle Collision or Pedestrian Struck (with Injury),2019,8,31,16,7,10XX BLOCK BURNABY ST,West End,490500,5458433
Vehicle Collision or Pedestrian Struck (with Injury),2005,5,19,8,8,10XX BLOCK BURRARD ST,West End,490795,5458684
Vehicle Collision or Pedestrian Struck (with Injury),2005,12,16,15,32,10XX BLOCK BURRARD ST,West End,490795,5458684
Vehicle Collision or Pedestrian Struck (with Injury),2006,6,8,16,2,10XX BLOCK BURRARD ST,West End,490795,5458684
